Context (X),Label (y)
angle with x-axis this theta is,0
with x-axis this theta is the,0
x-axis this theta is the angle,0
this theta is the angle with,0
theta is the angle with x,0
is the angle with x absis,0
the angle with x absis theta,0
angle with x absis theta is,0
with x absis theta is greater,0
x absis theta is greater than,0
absis theta is greater than 90,0
theta is greater than 90 i,0
is greater than 90 i can,0
greater than 90 i can say,0
than 90 i can say theta,0
90 i can say theta is,0
i can say theta is less,0
can say theta is less than,0
say theta is less than 90,0
theta is less than 90 is,0
is less than 90 is less,0
less than 90 is less than,0
than 90 is less than i,0
90 is less than i can,0
is less than i can say,0
less than i can say 90,0
than i can say 90 less,0
i can say 90 less than,0
can say 90 less than theta,0
say 90 less than theta less,0
90 less than theta less than,0
less than theta less than 180,0
than theta less than 180 this,0
theta less than 180 this theta,0
less than 180 this theta lies,0
than 180 this theta lies i,0
180 this theta lies i can,0
this theta lies i can say,0
theta lies i can say and,0
lies i can say and theta,0
i can say and theta is,0
can say and theta is greater,0
say and theta is greater than,0
and theta is greater than 90,0
theta is greater than 90 that's,0
is greater than 90 that's important,0
greater than 90 that's important and,0
than 90 that's important and less,0
90 that's important and less than,0
that's important and less than 180,0
important and less than 180 so,0
and less than 180 so what,0
less than 180 so what happens,0
than 180 so what happens is,0
180 so what happens is around,0
so what happens is around minima,0
what happens is around minima on,0
happens is around minima on one,0
is around minima on one side,0
around minima on one side the,0
minima on one side the slope,0
on one side the slope is,0
one side the slope is here,0
side the slope is here positive,0
the slope is here positive here,0
slope is here positive here you,0
is here positive here you will,0
here positive here you will get,0
positive here you will get pos,0
here you will get pos here,0
you will get pos here on,0
will get pos here on left,0
get pos here on left hand,0
pos here on left hand side,0
here on left hand side of,0
on left hand side of minima,0
left hand side of minima you,0
hand side of minima you will,0
side of minima you will get,0
of minima you will get negative,0
minima you will get negative slope,1
you will get negative slope isn't,0
will get negative slope isn't it,0
get negative slope isn't it on,0
negative slope isn't it on the,0
slope isn't it on the other,0
isn't it on the other side,0
it on the other side of,0
on the other side of the,0
the other side of the slope,0
other side of the slope is,0
side of the slope is negative,0
of the slope is negative this,0
the slope is negative this side,0
slope is negative this side slope,0
is negative this side slope is,0
negative this side slope is negative,0
this side slope is negative this,0
side slope is negative this sl,0
slope is negative this sl is,0
is negative this sl is negative,0
negative this sl is negative this,0
this sl is negative this side,0
sl is negative this side is,0
is negative this side is positive,0
negative this side is positive this,0
this side is positive this is,0
side is positive this is zero,1
is positive this is zero isn't,0
positive this is zero isn't it,0
this is zero isn't it exactly,0
is zero isn't it exactly at,0
zero isn't it exactly at minima,0
isn't it exactly at minima the,0
it exactly at minima the slope,0
exactly at minima the slope this,0
at minima the slope this is,0
minima the slope this is the,0
the slope this is the minima,0
slope this is the minima exactly,0
this is the minima exactly at,0
is the minima exactly at the,0
the minima exactly at the minima,0
minima exactly at the minima slope,0
exactly at the minima slope becomes,0
at the minima slope becomes zero,0
the minima slope becomes zero which,0
minima slope becomes zero which means,0
slope becomes zero which means slope,0
becomes zero which means slope changes,1
zero which means slope changes isn't,0
which means slope changes isn't it,0
means slope changes isn't it slope,0
slope changes isn't it slope changes,0
changes isn't it slope changes its,0
isn't it slope changes its sign,0
it slope changes its sign from,0
slope changes its sign from positive,0
changes its sign from positive to,0
its sign from positive to negative,0
sign from positive to negative at,0
from positive to negative at minima,0
positive to negative at minima here,0
to negative at minima here it,0
negative at minima here it is,0
at minima here it is positive,0
minima here it is positive here,0
here it is positive here it,0
it is positive here it is,0
is positive here it is negative,0
positive here it is negative this,0
here it is negative this is,0
it is negative this is very,0
is negative this is very important,0
negative this is very important observation,0
this is very important observation the,0
is very important observation the other,0
very important observation the other important,0
important observation the other important observation,0
observation the other important observation is,0
the other important observation is imagine,0
other important observation is imagine this,0
important observation is imagine this is,0
observation is imagine this is let,0
is imagine this is let let,0
imagine this is let let me,0
this is let let me say,0
is let let me say yes,0
let let me say yes yes,0
let me say yes yes one,0
me say yes yes one side,0
say yes yes one side of,0
yes yes one side of slope,0
yes one side of slope is,0
one side of slope is positive,0
side of slope is positive and,0
of slope is positive and other,0
slope is positive and other side,0
is positive and other side is,0
positive and other side is negative,1
and other side is negative isn't,0
other side is negative isn't it,0
side is negative isn't it at,0
is negative isn't it at a,0
negative isn't it at a minima,0
isn't it at a minima slope,0
it at a minima slope is,0
at a minima slope is zero,0
a minima slope is zero yes,0
minima slope is zero yes consider,0
slope is zero yes consider this,0
is zero yes consider this imagine,0
zero yes consider this imagine this,0
yes consider this imagine this is,0
consider this imagine this is my,0
this imagine this is my plot,0
imagine this is my plot this,0
this is my plot this is,0
is my plot this is my,0
my plot this is my plot,1
plot this is my plot isn't,0
this is my plot isn't it,0
is my plot isn't it if,0
my plot isn't it if you,0
plot isn't it if you have,0
isn't it if you have a,0
it if you have a point,0
if you have a point here,0
you have a point here if,0
have a point here if you,0
a point here if you have,0
point here if you have a,0
here if you have a point,0
if you have a point here,0
you have a point here so,0
have a point here so you,0
a point here so you have,0
point here so you have a,0
here so you have a slope,0
so you have a slope here,0
you have a slope here let,0
have a slope here let this,0
a slope here let this slope,0
slope here let this slope is,0
here let this slope is s1,0
